"Track URI","Track Name","Artist Name(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Track Preview URL"
"spotify:track:3R8AWxcHiUUvYwXouezxZB","Joote De Do Paise Le Lo","Lata Mangeshkar, S. P. Balasubrahmanyam","Raamlaxman","1994-07-30","https://i.scdn.co/image/ab67616d0000b2737debfb8f15638943f4e328bd","https://p.scdn.co/mp3-preview/3ac9f4a10622ea36e4d5c486632de866ba34609b?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:6ukoIMQf2NzLAXqJVA4b8O","Hadippa","Pritam, Mika Singh, Jaideep Sahni","Pritam, Joshilay","2009-08-12","https://i.scdn.co/image/ab67616d0000b273e459b87c07440105ba7bc5a5","https://p.scdn.co/mp3-preview/c027f60c92956b0e3013bc40d8b91ca6567f9292?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:392cXa8zAoEa0KjUid1FQZ","Closer","Asad Khan","Asad Khan","2021-03-26","https://i.scdn.co/image/ab67616d0000b2734bd397bbe5060176637eb055","https://p.scdn.co/mp3-preview/dd326281c42b6159b17fbc9e9747c4c76f14dcf6?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:2GVVNhSq5gq3rZF2b0UY5a","Tere Bina - Khanvict Remix","A.R. Rahman, Asad Khan, Chinmayi, Murtuza Khan, Qadir Khan","Various Artists","2022-03-04","https://i.scdn.co/image/ab67616d0000b2731f7358860e37455e54ee4316","https://p.scdn.co/mp3-preview/13a3d43bddd407cde47c19903846099f403e98e0?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:47a8ZHfi1MYmiSVVdS7gId","Thandi Hawa","Ritviz","Ritviz","2021-01-15","https://i.scdn.co/image/ab67616d0000b2736024879dc195f6df01e25a7c","https://p.scdn.co/mp3-preview/e82435ed26a54fd4d1fa573ccc174fa584ce86bf?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:0J6mQxEZnlRt9ymzFntA6z","Livin' On A Prayer","Bon Jovi","Bon Jovi","1986-01-01","https://i.scdn.co/image/ab67616d0000b273ebfe4419da90f76a5b278564","https://p.scdn.co/mp3-preview/2a84c209d6bfe17da820bbc28d1e610a5d304a53?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:3Fa2LOZjmnTBCBLsi53DPn","Yeh Mera Dil Yaar Ka Diwana","Asha Bhosle","Various Artists","2013-07-30","https://i.scdn.co/image/ab67616d0000b273b13e1fbafd3eae83f3d9e815","https://p.scdn.co/mp3-preview/fd22baf701670ee9eac5ac4f505a7c8d5c611ae1?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:6rfahvufEQDIVTHJIU2QQB","For Aisha (Featured in ""The Sky Is Pink"")","MEMBA, EVAN GIIA, Nooran Sisters","MEMBA, EVAN GIIA","2019-10-11","https://i.scdn.co/image/ab67616d0000b27358999746485f1e87029a1176","https://p.scdn.co/mp3-preview/d93384586b7fa48ffd863625847386982757d9b7?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:2HzMwZguobsrcDu9YmFXHL","Summer Nights","Raaginder, Wisechild","Raaginder","2019-07-19","https://i.scdn.co/image/ab67616d0000b2739a8ddf0abfc77bae77fc8e20","https://p.scdn.co/mp3-preview/024ff6ae3f0d29d5ca84408f86920203b7a5cc67?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:1k7Vb3roG6uN7koMwUm5Ub","Bahon Mein Aa Gori","D. Sruthilaya Subiksha, Haroon Hanif, Mr. Kiran, Mr. Sashi, Mr. Balesh, Bing Nathan","Various Artists","2017-07-19","https://i.scdn.co/image/ab67616d0000b2739fb0dbd8710e6b578469ecda","https://p.scdn.co/mp3-preview/8d762849a533e3a6e3322402f3580422fb19e411?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:5XJwOAi5eeF3OQP6kPWE7p","Jashn Ki Shaam","Sidhant Kapoor, Jatinder Singh","Sidhant Kapoor","2020-02-28","https://i.scdn.co/image/ab67616d0000b2732e28f656c8af494d5163fc76","https://p.scdn.co/mp3-preview/581df590aa559ca0e17b5de33ec772534e29c91b?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:7lvDsmTRXFE3dK4OjvRiWB","Pasoori","Shae Gill, Ali Sethi","Shae Gill, Ali Sethi","2022-02-07","https://i.scdn.co/image/ab67616d0000b2733f3d35703bdcd917dad51c4f","https://p.scdn.co/mp3-preview/35ac3d107211fe71b6c59c77851c6169e771cf86?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:0BtcFBYPZBPAzBfQQYHIcg","AAG","Talal Qureshi, Naseebo Lal","Talal Qureshi","2018-07-14","https://i.scdn.co/image/ab67616d0000b2732e8534431caefa3b2ce3b406","https://p.scdn.co/mp3-preview/7d617c6a04a96585fb1ed5b756c97f20e1d56caa?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:21FWrytLBP0Ha31Und2fxH","Disco Deewane, Pt. 1","Nazia Hassan","Udit Narayan, Sadhana Sargam, Rags","2009-09-01","https://i.scdn.co/image/ab67616d0000b2738e731900b795eece0b94ff10","https://p.scdn.co/mp3-preview/229a2a8de8f4fcc01d1f72cb9a003e4bfd43b9b2?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:5wCXwpUnp9Yz56dfqi4gNA","Doobne De (Reprise)","Hassan & Roshaan","Hassan & Roshaan","2020-11-22","https://i.scdn.co/image/ab67616d0000b273a35d138b7815fc89114e3eff","https://p.scdn.co/mp3-preview/afb570189c841bdb0edaed4d6ed16a9b4b8e8e16?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:3sngyIgYVXcDZlEqAcV9Av","Babia","Sajjad Ali","Sajjad Ali","2018-01-01","https://i.scdn.co/image/ab67616d0000b2734e5e0bb03d8d82ec3756a5a6",
"spotify:track:1AotoLk8PYywQGvJwSR62h","Mera Laung Gawacha","Musarrat Nazir","Musarrat Nazir","1987-06-01","https://i.scdn.co/image/ab67616d0000b27329b921c8d6d52d7deb0c96b5","https://p.scdn.co/mp3-preview/fa24f752f842dfde6494693d9b66e16167a65313?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:5VVA1cnqwNphtQ9bCvosvI","Up Inna","Cadenza, M.I.A., GuiltyBeatz","Cadenza, M.I.A., GuiltyBeatz","2020-08-21","https://i.scdn.co/image/ab67616d0000b273d516e91954db4cb482cbed62","https://p.scdn.co/mp3-preview/e30f14cd32f629bc6b46dd0b6c5365c2962a3689?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:6FLwmdmW77N1Pxb1aWsZmO","Only Time","Enya","Enya","2000-11-11","https://i.scdn.co/image/ab67616d0000b27370dd4e18b9c3431ee7a9b8a1","https://p.scdn.co/mp3-preview/8158001dfd050b71c8795546d63398f577021b33?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:0bVtevEgtDIeRjCJbK3Lmv","Welcome To The Jungle","Guns N' Roses","Guns N' Roses","1987-07-21","https://i.scdn.co/image/ab67616d0000b27368384dd85fd5e95831252f60","https://p.scdn.co/mp3-preview/4625797f3517e8945e9b191119bcc0b67491cfd1?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:3YBZIN3rekqsKxbJc9FZko","Paradise City","Guns N' Roses","Guns N' Roses","1987-07-21","https://i.scdn.co/image/ab67616d0000b27368384dd85fd5e95831252f60","https://p.scdn.co/mp3-preview/6c99e08ad1885d08023354ac96b546ffe3dee44b?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:3aw9iWUQ3VrPQltgwvN9Xu","Family Affair","Mary J. Blige","Mary J. Blige","2001-08-28","https://i.scdn.co/image/ab67616d0000b273096a7fc9668305db9d3175fc","https://p.scdn.co/mp3-preview/2b7bfcc9c6e074b70ca3bdb219c174d7c8133116?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:6hHXft1nFyvfVv6UoRToPZ","Our Last Summer","ABBA","ABBA","1980","https://i.scdn.co/image/ab67616d0000b2734d08fc99eff4ed52dfce91fa","https://p.scdn.co/mp3-preview/e04d4f338e6ac9adbe95a18a08b49ea08ab3c011?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:3dFwpxh2yH7C7p9BGEKLVB","Goodies (feat. Petey Pablo)","Ciara, Petey Pablo","Ciara","2004-09-27","https://i.scdn.co/image/ab67616d0000b273c1e3659212de0f437bbf395e","https://p.scdn.co/mp3-preview/ddc0812b6eccfe2d0ccd64a0c8176978c855f877?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:5qFxuUIAwJlzO60vqOiL7y","Rainbow In The Dark","Dio","Dio","1983","https://i.scdn.co/image/ab67616d0000b27315350aa1c89e23a5fa6c0de1","https://p.scdn.co/mp3-preview/3102e7ba487c1c428bb25397f05298eddd9979fa?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:3YRCqOhFifThpSRFJ1VWFM","November Rain","Guns N' Roses","Guns N' Roses","1991-09-17","https://i.scdn.co/image/ab67616d0000b273e44963b8bb127552ac761873","https://p.scdn.co/mp3-preview/98deb9c370bbaa350be058b3470fbe3bc1e28d9d?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:6GpIulgg8ANZx7AG4H4Hj1","Mama's Got a Brand New Hammer","Michael Giacchino","Michael Giacchino","2022-07-06","https://i.scdn.co/image/ab67616d0000b2733f74ed7fe4e8765470471b5d","https://p.scdn.co/mp3-preview/d8980a551a89108e3f53fe09bc6eabdb3d2c788e?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:1tpwTDS6QECpvQiobK0YYv","The Ballad of Love and Thunder","Michael Giacchino","Michael Giacchino","2022-07-06","https://i.scdn.co/image/ab67616d0000b2733f74ed7fe4e8765470471b5d","https://p.scdn.co/mp3-preview/fe4215513af648e988aa017ba29cb3307e986d40?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:4HYoV8vw96Hl5hjrdTL0ha","Tu Mera Chand","Suraiya, Shyam","Naushad, Shakeel Badayuni","1949-01-01","https://i.scdn.co/image/ab67616d0000b273700e2b5122632a0b28db74f2","https://p.scdn.co/mp3-preview/ac625e6bb9ebb1d1d466067e61a8580b7f2f59e6?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:2xRtXbFAmk3cW6xE1zF7ye","Tu Jhoom","Naseebo Lal, Abida Parveen","Naseebo Lal, Abida Parveen","2022-01-19","https://i.scdn.co/image/ab67616d0000b2731b0f0651b2c7d1a6041e5861","https://p.scdn.co/mp3-preview/ea90739021560ef68e3f21c421a4a41d998d2ec0?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:0GrRFW8u0MlrjpBqjcPcTC","Bed of Roses - Indian Mix","Tanweer Mian, Prashant Patil, Gurinder Negi","Laura Karpman","2022-07-13","https://i.scdn.co/image/ab67616d0000b2739f5e60e284748060eda5d2a1","https://p.scdn.co/mp3-preview/33e76e5d1251437c474811d563a5d38f91f5ba1d?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:29gpzlEc0lZKoxLUSHDSkn","Aavegi","Ritviz","Laura Karpman","2022-07-13","https://i.scdn.co/image/ab67616d0000b2739f5e60e284748060eda5d2a1","https://p.scdn.co/mp3-preview/2bb6f2b111b767f6f750bfc19f4ebf92b1cfde6b?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:0UZOgLLGBLultG2JJR0CX4","Cpt Space","Janoobi Khargosh","Various Artists","2020-11-06","https://i.scdn.co/image/ab67616d0000b2739f4d7234ff0323b3139c6135","https://p.scdn.co/mp3-preview/2eaecec8fddb588805d902dd40c5a96b277481fc?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:2Ixoea4Pf93BA3K7hizOma","Lightswitch","CHAII","CHAII","2020-07-10","https://i.scdn.co/image/ab67616d0000b2739c0cbfc8f1a4f596e6fa557c","https://p.scdn.co/mp3-preview/fbc7cf8e57949dfee374369f2d5e7edb748a6f35?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:42nkVBjWYVhiijbof5zySm","Indian Summer","Jai Wolf","Jai Wolf","2015-06-09","https://i.scdn.co/image/ab67616d0000b273992fc4ba78c4face5f245453","https://p.scdn.co/mp3-preview/96a776ec0eb61a488f9fafe4bf4abf7c14d258fd?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:2YYYrSLbcf5eNB5VQJxfM9","A Body, A Coffin","Amaarae, Marvel","Amaarae, Santa Fe Klan, Marvel","2022-07-25","https://i.scdn.co/image/ab67616d0000b273e56188312fc6351aa5299109","https://p.scdn.co/mp3-preview/ee50a74509861eee3e8787b61de8cdd50c8b8fa8?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:47o7j4LL3wM9mCOiAAKD65","Soy","Santa Fe Klan, Marvel","Amaarae, Santa Fe Klan, Marvel","2022-07-25","https://i.scdn.co/image/ab67616d0000b273e56188312fc6351aa5299109","https://p.scdn.co/mp3-preview/39d99e5a999087c30574af06165e7811d0d25334?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:0gdmDP6xy3ZV7JNoHWAN9k","Town Called Malice","The Jam","The Jam","1982-03-12","https://i.scdn.co/image/ab67616d0000b2733cb7b96b66eeb42c6a74ebb3","https://p.scdn.co/mp3-preview/944b645443d6cd8dd2eeecc36c52fb9fdc9a9165?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:70sDcMFhOVLPnnbUdeO8Dp","Rich Dreamin'","MoeIsBetter","MoeIsBetter","2019-11-29","https://i.scdn.co/image/ab67616d0000b2735ff6f9735f4247b7c23849ae","https://p.scdn.co/mp3-preview/2444e2a4fea3b8e4ebe0186bb1af6d3eaaf4d4c6?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:1Bvveo2UqhwqJTotyaevLV","Mata Siguaraya","Beny Moré","Beny Moré","2001-11-07","https://i.scdn.co/image/ab67616d0000b27305fbee740b34baf1ddf84731","https://p.scdn.co/mp3-preview/c0b6b556f87f3318312a48a4ab36a6f44f396009?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:75MzSoi8SNwEOlUyECFhCo","Clark Kent","TOKYO’S REVENGE","TOKYO’S REVENGE","2019-11-22","https://i.scdn.co/image/ab67616d0000b27339060ae973f4547ecbc68a88","https://p.scdn.co/mp3-preview/2fd6da5a8eabfc3a3ff5c942dc89e35f8f8bcfee?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:72elmZqsYsMAFUcAYy8sYX","EKSE","Off The Meds","Off The Meds","2020-11-20","https://i.scdn.co/image/ab67616d0000b273573f955343d49fdb4ea36a68","https://p.scdn.co/mp3-preview/931331df5119b67c1138ceb224cf1f5477376ec9?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:4PXinTcjZIaky3sDwBUXIc","The Kill","Jessie Ware","Jessie Ware","2020-06-26","https://i.scdn.co/image/ab67616d0000b27315a8ce875e83f1134d225aab","https://p.scdn.co/mp3-preview/e5277e70cb95b4e28c18b714f783011b38dfa1ea?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:4Yxvb8nPsgJ6nNiqUOjRqQ","Money on It","Together Pangea","Together Pangea","2017-08-25","https://i.scdn.co/image/ab67616d0000b273febe5613fc41d795750ba16f","https://p.scdn.co/mp3-preview/71261e4dd8ef87d960951ec4c8b7eda34628815f?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:04ZoUZhPJOdHRT6PMEWs9P","I Want to Be with You","George Simms","Various Artists","2021-04-01","https://i.scdn.co/image/ab67616d0000b273fa3f5e00f060c4d76331b047","https://p.scdn.co/mp3-preview/6da8d3af6f68b0e42718ecee2946de9dfcd38606?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:1cOzDQ3AsoTV2334gna7R9","Next Thing You Know","Robin & The Rocks","Robin & The Rocks","1983","https://i.scdn.co/image/ab67616d0000b273176f71f08228efab78325bb7","https://p.scdn.co/mp3-preview/3e9dba7655f417d5f2416c315adb7dacd109de2d?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:7zEz7q43xjzbRSUar4yH3m","Fast (Motion)","Saweetie","Saweetie","2021-05-07","https://i.scdn.co/image/ab67616d0000b273e8e4135f738a9a0101e91cca","https://p.scdn.co/mp3-preview/73486f219cd0580ecc946790f213c557639c968c?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:3yOVIivRvKKiqgL6jdWv8c","Cumbia Caletera","Tito Nuñez Y Su Orquesta","Tito Nuñez Y Su Orquesta","1972","https://i.scdn.co/image/ab67616d0000b2731a4ba12a19d9f5dacd4ba074","https://p.scdn.co/mp3-preview/e4e95273d2ace89bd8754bd612055290cc95d637?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:6zMDIBztCP2IASaPZsqRhw","Banaito Y Perfumao","Fernando Cavazos","Various Artists","2015-05-15","https://i.scdn.co/image/ab67616d0000b273ce38a0d23eefdcc6ed8756e0","https://p.scdn.co/mp3-preview/a1a1617309bd5f7a4c6ae39abe716559617dab77?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:1bObrsJGW0UCIGZkvnDqbe","Stop This Flame","Celeste","Celeste","2020-01-09","https://i.scdn.co/image/ab67616d0000b273590443ab0631233261d93da1","https://p.scdn.co/mp3-preview/2735be182e6a74064443b0318ad8524e6b848949?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:3Jdl0IKxBPzM0ni0Mp88V0","Scratch","Aaron Childs","Aaron Childs","2021-01-28","https://i.scdn.co/image/ab67616d0000b2738cbe474f2e412d8850d4b709","https://p.scdn.co/mp3-preview/f16ca19e3f072d3cb7a2fc88095cd24087b3d92f?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:1H49jn6CVzmDc8lvu7H28V","Before I Go","Sarah May","Sarah May","2020-05-01","https://i.scdn.co/image/ab67616d0000b27304b542ef543987703a3268d9","https://p.scdn.co/mp3-preview/8cefc4ded01b22bc6d2117ac302f3858c738a776?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:3re9NGB3ewuz2tdNM7yAIV","VIP","Samuel Scott Garay","Samuel Scott Garay","2019-12-17","https://i.scdn.co/image/ab67616d0000b2735d9c051261131e0d9ef1f30f","https://p.scdn.co/mp3-preview/2024982b84adf12aa14af646faafac64bc3d22da?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:0A1hoCfMLkiAgvhWkkucJa","Body","Megan Thee Stallion","Megan Thee Stallion","2020-11-20","https://i.scdn.co/image/ab67616d0000b273da256972582b455d46985ba9","https://p.scdn.co/mp3-preview/ed79f0e76d66e1af410009f7bb7e6872a9d3bf45?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:4wD6EgZCok8Qb5Fs8jszYc","Seize the Power","YONAKA","YONAKA","2021-01-27","https://i.scdn.co/image/ab67616d0000b27382abb27300d6bf59e9bd25cc","https://p.scdn.co/mp3-preview/9d467c14e283331ceefe674a04778cd239a89d8c?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:2OUPrMbmZwyN38ZRHZNJEF","Woke Up This Morning - Chosen One Mix","Alabama 3, The Chosen One","Alabama 3","2000-09-01","https://i.scdn.co/image/ab67616d0000b273c6efd97d1b8e8933a5fa6176","https://p.scdn.co/mp3-preview/cb3fac6fd7e126cea6769719fac788bf7aa153d9?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:77Rx53k3YxFSkNugJNqf5P","Vortex","Stolen Nova","Stolen Nova","2021-08-05","https://i.scdn.co/image/ab67616d0000b27376cc0018e53e12efd06416ac","https://p.scdn.co/mp3-preview/942fdef5090a447faf207477f532b71c646ce108?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:4IaxDf2FixiQXq0mW7key9","ZOOM","Jessi","Jessi","2022-04-13","https://i.scdn.co/image/ab67616d0000b273c4197378ef8cb88888716bca","https://p.scdn.co/mp3-preview/9405ac358c7f35fcb666487a2e5b4d7161620f25?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:58mFu3oIpBa0HLNeJIxsw3","Heaven Is A Place On Earth","Belinda Carlisle","Belinda Carlisle","1987-10-05","https://i.scdn.co/image/ab67616d0000b273a50fa51325803da5ddb48659","https://p.scdn.co/mp3-preview/814a22098ab3e9c01a74591c26051a3fde06bbcc?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:0faxmmXos8jZC3YhHs5AWO","Go Higher","Prop Pilot","Prop Pilot","2022-09-15","https://i.scdn.co/image/ab67616d0000b273abcc6b2cb2514fa002f09260","https://p.scdn.co/mp3-preview/aa34c6b6c0223f1f31b0a1b4bceba45609cf4b94?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:2XDJzMW1MUWeAIQoMOJeUj","Say My Name","Tove Styrke","Tove Styrke","2018-05-04","https://i.scdn.co/image/ab67616d0000b2730d0837e34a3fcc57de9fc93d","https://p.scdn.co/mp3-preview/69020018b7f325fc00c30285a1e7411a74cce47d?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:0xvHXQaZiYEdGtFyOpBH45","The Vibes","SaFire","SaFire","2020-10-12","https://i.scdn.co/image/ab67616d0000b2736b53d3048b518b9963d7dccd","https://p.scdn.co/mp3-preview/699c7b1dc50ae485b5b14849a4a8279f7311cf1b?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:4CcSw8wQAHYf4XNckayPoc","Walking on Broken Glass","Annie Lennox","Annie Lennox","1992-04-02","https://i.scdn.co/image/ab67616d0000b273abd613e1f4e193ccc603210f","https://p.scdn.co/mp3-preview/7169f00bce3ef6e55a655c5a3a641ed0e87f1e56?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:6Y68tpecRvMBKsuAeH5QU1","All Nite Affair","La Voyage","Various Artists","2021-09-17","https://i.scdn.co/image/ab67616d0000b273e89e7f4aa51d324d94e616f5","https://p.scdn.co/mp3-preview/452cbe7206885ddb95ef60c79c9547b68c72b0a7?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:1pSYk5JHJTPJSlp7Ol798T","Electric Boogie","Marcia Griffiths","Marcia Griffiths","2007","https://i.scdn.co/image/ab67616d0000b27354467bcf998a802710a99dbc","https://p.scdn.co/mp3-preview/1fa0a0fd97b655af721c7fa37866875d311f877b?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:1DR2KXb0UvibcLsdDGVwwt","Now I'm In It - Bonus Track","HAIM","HAIM","2021-02-19","https://i.scdn.co/image/ab67616d0000b273667f8cfd1be0d0cc2b825e25","https://p.scdn.co/mp3-preview/f15c29cc2bdaf92494a5e223960105e3b33dd51f?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:0lnxrQAd9ZxbhBBe7d8FO8","MMMBop","Hanson","Hanson","1997-01-01","https://i.scdn.co/image/ab67616d0000b273184227f002623fc19f44551a","https://p.scdn.co/mp3-preview/3ea5068e4b9ff95e3adbd05626ce3692b634952c?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:76cy1WJvNGJTj78UqeA5zr","IDGAF","Dua Lipa","Dua Lipa","2017-06-02","https://i.scdn.co/image/ab67616d0000b273838698485511bd9108fadadc","https://p.scdn.co/mp3-preview/5338a987bfe51f8365bf43b899ecd8a83df83226?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:3EXtXbj00nX9aCHDz1yEJF","Peppers and Onions","Tierra Whack","Tierra Whack","2020-11-18","https://i.scdn.co/image/ab67616d0000b2730b7a46e23267273eecbe4230","https://p.scdn.co/mp3-preview/4eb2c5d7939c00a7878e9a7fcaf94ae75f0cfd11?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:4pBr2SjDVIxfGkUwvOJLx7","Never Forget [Feat. Chef 187, Tio Nason, Mwanjé]","Sampa the Great, Chef 187, Tio Nason, Mwanje","Sampa the Great","2022-06-28","https://i.scdn.co/image/ab67616d0000b2738d92768a5161c702cb453e33","https://p.scdn.co/mp3-preview/9853d8f3977799886cabb8e7424c40b924c7e857?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:4bQpnQrPcF1EASoo4vxp9r","Honey","Chibia","Chibia","2020-06-23","https://i.scdn.co/image/ab67616d0000b273adadb89e9bf381d60fae0278","https://p.scdn.co/mp3-preview/a4f011c4d83e29a74bcf87f67d00665d16a10b8e?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:543qs9ugnC50ErLNXONLNz","Daredevil","John Paesano","John Paesano","2015-08-28","https://i.scdn.co/image/ab67616d0000b2739f7dd8a7ce5d7826805293ed","https://p.scdn.co/mp3-preview/6ae12bfdd9a092d47b20213b98c63124bb167ab6?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:4RYeyNZ7ZlMJqVhoJTvMgp","dominique","Ela Minus","Ela Minus","2020-10-23","https://i.scdn.co/image/ab67616d0000b273da5bdd458a08bac182e9ecfb","https://p.scdn.co/mp3-preview/913fd7854523e2587553b5642bd27f9067f7f66b?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:6voa7kKpTaAhb6cK7LOiF0","Next Big Thing","West Rose","West Rose","2022-02-25","https://i.scdn.co/image/ab67616d0000b27368c89e075ed1feca5da5d619","https://p.scdn.co/mp3-preview/373c18a343c4aa231e0c972d77965db23937b0bc?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:60RYbvdvfZlJQsLVmnYibo","Rude","Shygirl","Shygirl","2018-05-25","https://i.scdn.co/image/ab67616d0000b273d34a4f6a587b04899ff5082c","https://p.scdn.co/mp3-preview/6b4edb15779b105fe2014e86c3af0adba512e4c9?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:4zoZQvmST8gliv9S9L8lUw","Please Don't Go","KC & The Sunshine Band","KC & The Sunshine Band","1979","https://i.scdn.co/image/ab67616d0000b2736332e2da57a38ffee8e8fb41","https://p.scdn.co/mp3-preview/38c10f40fd8f7328fedcb3077d85dbe0cfa411b6?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:37Q5anxoGWYdRsyeXkkNoI","Heaven Is A Place On Earth","Belinda Carlisle","Belinda Carlisle","1987","https://i.scdn.co/image/ab67616d0000b273e0f0aa947770fe74049dbba3","https://p.scdn.co/mp3-preview/0a79f228240060a2a0d8bbe28465f6a3ade09604?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:6Zu3aw7FfjAF9WA0fA81Oq","Big Energy","Latto","Latto","2021-09-24","https://i.scdn.co/image/ab67616d0000b2739c6ee9288ba1e9a08ab0b99e","https://p.scdn.co/mp3-preview/79b2e8507b9c30a917067f688d5a8c029542c422?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:050c0CefBFmfRio4t83rty","Porro Bonito","Orquesta Ritmo De Sabanas","Various Artists","2016-09-02","https://i.scdn.co/image/ab67616d0000b273694882021b031222c0c73753","https://p.scdn.co/mp3-preview/03ef643a3ba48b2151aa3079d65520afb2832e59?cid=9950ac751e34487dbbe027c4fd7f8e99"
"spotify:track:3uVE5vLKkigiWBOQEgmdDk","Who's That Girl?","Eve","Eve","2001-01-01","https://i.scdn.co/image/ab67616d0000b2730a825fea8b9095572e5130ef","https://p.scdn.co/mp3-preview/7bfa96a47a47cfd028473559c3f8c1afa59b3049?cid=9950ac751e34487dbbe027c4fd7f8e99"
